Symbol,name,Name,Sector,industry,Summary Quote
SNHNI,senior housing properties trust,Senior Housing Properties Trust,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/snhni
SNHNL,senior housing properties trust,Senior Housing Properties Trust,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/snhnl
SNMX,"senomyx, inc.","Senomyx, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/snmx
SRTS,"sensus healthcare, inc.","Sensus Healthcare, Inc.",Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/srts
SRTSW,"sensus healthcare, inc.","Sensus Healthcare, Inc.",Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/srtsw
SQBG,"sequential brands group, inc.","Sequential Brands Group, Inc.",Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/sqbg
MCRB,"seres therapeutics, inc.","Seres Therapeutics, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mcrb
SREV,"servicesource international, inc.","ServiceSource International, Inc.",Miscellaneous,Business Services,http://www.nasdaq.com/symbol/srev
SFBS,"servisfirst bancshares, inc.","ServisFirst Bancshares, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/sfbs
SEV,"sevcon, inc.","Sevcon, Inc.",Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sev
SVBI,severn bancorp inc,Severn Bancorp Inc,Finance,Major Banks,http://www.nasdaq.com/symbol/svbi
SGOC,"sgoco group, ltd","SGOCO Group, Ltd",Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sgoc
SMED,sharps compliance corp,Sharps Compliance Corp,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/smed
SHSP,"sharpspring, inc.","SharpSpring, Inc.",Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/shsp
SHEN,shenandoah telecommunications co,Shenandoah Telecommunications Co,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/shen
PIXY,"shiftpixy, inc.","ShiftPixy, Inc.",n/a,n/a,http://www.nasdaq.com/symbol/pixy
SHLO,"shiloh industries, inc.","Shiloh Industries, Inc.",Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/shlo
SCCI,"shimmick construction company, inc.","Shimmick Construction Company, Inc.",n/a,n/a,http://www.nasdaq.com/symbol/scci
TYHT,"shineco, inc.","Shineco, Inc.",Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/tyht
SHPG,shire plc,Shire plc,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/shpg
SCVL,"shoe carnival, inc.","Shoe Carnival, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/scvl
SHBI,shore bancshares inc,Shore Bancshares Inc,Finance,Major Banks,http://www.nasdaq.com/symbol/shbi
SHOR,"shoretel, inc.","ShoreTel, Inc.",Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/shor
SFLY,"shutterfly, inc.","Shutterfly, Inc.",Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/sfly
SIFI,"si financial group, inc.","SI Financial Group, Inc.",Finance,Savings Institutions,http://www.nasdaq.com/symbol/sifi
SIEB,siebert financial corp.,Siebert Financial Corp.,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sieb
SIEN,"sientra, inc.","Sientra, Inc.",Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/sien
BSRR,sierra bancorp,Sierra Bancorp,Finance,Major Banks,http://www.nasdaq.com/symbol/bsrr
SRRA,"sierra oncology, inc.","Sierra Oncology, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/srra
SWIR,"sierra wireless, inc.","Sierra Wireless, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/swir
SIFY,sify technologies limited,Sify Technologies Limited,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sify
SIGM,"sigma designs, inc.","Sigma Designs, Inc.",Technology,Semiconductors,http://www.nasdaq.com/symbol/sigm
SGLB,"sigma labs, inc.","Sigma Labs, Inc.",Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/sglb
SGLBW,"sigma labs, inc.","Sigma Labs, Inc.",Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/sglbw
SGMA,"sigmatron international, inc.","SigmaTron International, Inc.",Technology,Electrical Products,http://www.nasdaq.com/symbol/sgma
SBNY,signature bank,Signature Bank,Finance,Major Banks,http://www.nasdaq.com/symbol/sbny
SBNYW,signature bank,Signature Bank,Finance,Major Banks,http://www.nasdaq.com/symbol/sbnyw
SLGN,silgan holdings inc.,Silgan Holdings Inc.,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/slgn
SILC,silicom ltd,Silicom Ltd,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/silc
SLAB,"silicon laboratories, inc.","Silicon Laboratories, Inc.",Technology,Semiconductors,http://www.nasdaq.com/symbol/slab
SIMO,silicon motion technology corporation,Silicon Motion Technology Corporation,Technology,Semiconductors,http://www.nasdaq.com/symbol/simo
SPIL,"siliconware precision industries company, ltd.","Siliconware Precision Industries Company, Ltd.",Technology,Semiconductors,http://www.nasdaq.com/symbol/spil
SSRI,silver standard resources inc.,Silver Standard Resources Inc.,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ssri
SAMG,silvercrest asset management group inc.,Silvercrest Asset Management Group Inc.,Finance,Investment Managers,http://www.nasdaq.com/symbol/samg
SFNC,simmons first national corporation,Simmons First National Corporation,Finance,Major Banks,http://www.nasdaq.com/symbol/sfnc
SLP,"simulations plus, inc.","Simulations Plus, Inc.",Technology,EDP Services,http://www.nasdaq.com/symbol/slp
SINA,sina corporation,Sina Corporation,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sina
SBGI,"sinclair broadcast group, inc.","Sinclair Broadcast Group, Inc.",Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/sbgi
SINO,"sino-global shipping america, ltd.","Sino-Global Shipping America, Ltd.",Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/sino
SVA,"sinovac biotech, ltd.","Sinovac Biotech, Ltd.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sva
SIRI,sirius xm holdings inc.,Sirius XM Holdings Inc.,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/siri
SRVA,"sirva, inc.","SIRVA, Inc.",n/a,n/a,http://www.nasdaq.com/symbol/srva
SITO,"sito mobile, ltd.","SITO Mobile, Ltd.",Miscellaneous,Business Services,http://www.nasdaq.com/symbol/sito
SKYS,"sky solar holdings, ltd.","Sky Solar Holdings, Ltd.",Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/skys
SKLN,skyline medical inc.,Skyline Medical Inc.,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/skln
SPU,"skypeople fruit juice, inc.","SkyPeople Fruit Juice, Inc.",Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/spu
SKYW,"skywest, inc.","SkyWest, Inc.",Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/skyw
SWKS,"skyworks solutions, inc.","Skyworks Solutions, Inc.",Technology,Semiconductors,http://www.nasdaq.com/symbol/swks
SLM,slm corporation,SLM Corporation,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slm
SLMAP,slm corporation,SLM Corporation,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slmap
SLMBP,slm corporation,SLM Corporation,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slmbp
SND,"smart sand, inc.","Smart Sand, Inc.",n/a,n/a,http://www.nasdaq.com/symbol/snd
SMBK,"smartfinancial, inc.","SmartFinancial, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/smbk
SMSI,"smith micro software, inc.","Smith Micro Software, Inc.",Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/smsi
SMTX,smtc corporation,SMTC Corporation,Technology,Electrical Products,http://www.nasdaq.com/symbol/smtx
LNCE,"snyder&#39;s-lance, inc.","Snyder&#39;s-Lance, Inc.",Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/lnce
SRAX,"social reality, inc.","Social Reality, Inc.",Technology,Advertising,http://www.nasdaq.com/symbol/srax
SCKT,"socket mobile, inc.","Socket Mobile, Inc.",Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/sckt
SODA,sodastream international ltd.,SodaStream International Ltd.,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/soda
SOHU,sohu.com inc.,Sohu.com Inc.,Technology,EDP Services,http://www.nasdaq.com/symbol/sohu
SLRC,solar capital ltd.,Solar Capital Ltd.,n/a,n/a,http://www.nasdaq.com/symbol/slrc
SUNS,solar senior capital ltd.,Solar Senior Capital Ltd.,n/a,n/a,http://www.nasdaq.com/symbol/suns
SEDG,"solaredge technologies, inc.","SolarEdge Technologies, Inc.",Technology,Semiconductors,http://www.nasdaq.com/symbol/sedg
SNGX,"soligenix, inc.","Soligenix, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sngx
SNGXW,"soligenix, inc.","Soligenix, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sngxw
SONC,sonic corp.,Sonic Corp.,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sonc
SOFO,"sonic foundry, inc.","Sonic Foundry, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sofo
SNOA,"sonoma pharmaceuticals, inc.","Sonoma Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/snoa
SNOAW,"sonoma pharmaceuticals, inc.","Sonoma Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/snoaw
SONS,"sonus networks, inc.","Sonus Networks, Inc.",Technology,EDP Services,http://www.nasdaq.com/symbol/sons
SPHS,"sophiris bio, inc.","Sophiris Bio, Inc.",n/a,n/a,http://www.nasdaq.com/symbol/sphs
SORL,"sorl auto parts, inc.","SORL Auto Parts, Inc.",Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/sorl
SRNE,"sorrento therapeutics, inc.","Sorrento Therapeutics, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/srne
SOHO,sotherly hotels inc.,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/soho
SOHOB,sotherly hotels inc.,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sohob
SOHOM,sotherly hotels lp,Sotherly Hotels LP,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/sohom
SFBC,"sound financial bancorp, inc.","Sound Financial Bancorp, Inc.",Finance,Savings Institutions,http://www.nasdaq.com/symbol/sfbc
SSB,south state corporation,South State Corporation,Finance,Major Banks,http://www.nasdaq.com/symbol/ssb
SFST,"southern first bancshares, inc.","Southern First Bancshares, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/sfst
SMBC,"southern missouri bancorp, inc.","Southern Missouri Bancorp, Inc.",Finance,Banks,http://www.nasdaq.com/symbol/smbc
SONA,"southern national bancorp of virginia, inc.","Southern National Bancorp of Virginia, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/sona
SBSI,"southside bancshares, inc.","Southside Bancshares, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/sbsi
OKSB,"southwest bancorp, inc.","Southwest Bancorp, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/oksb
SP,sp plus corporation,SP Plus Corporation,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/sp
SPAN,"span-america medical systems, inc.","Span-America Medical Systems, Inc.",Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/span
SGRP,"spar group, inc.","SPAR Group, Inc.",Miscellaneous,Business Services,http://www.nasdaq.com/symbol/sgrp
SPKE,"spark energy, inc.","Spark Energy, Inc.",Public Utilities,Power Generation,http://www.nasdaq.com/symbol/spke
ONCE,"spark therapeutics, inc.","Spark Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/once
SPAR,"spartan motors, inc.","Spartan Motors, Inc.",Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/spar
SPTN,spartannash company,SpartanNash Company,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/sptn
DWFI,spdr dorsey wright fixed income allocation etf,SPDR Dorsey Wright Fixed Income Allocation ETF,n/a,n/a,http://www.nasdaq.com/symbol/dwfi
SPPI,"spectrum pharmaceuticals, inc.","Spectrum Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sppi
ANY,sphere 3d corp.,Sphere 3D Corp.,Technology,EDP Services,http://www.nasdaq.com/symbol/any
SPEX,spherix incorporated,Spherix Incorporated,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/spex
SPI,"spi energy co., ltd.","SPI Energy Co., Ltd.",Technology,Semiconductors,http://www.nasdaq.com/symbol/spi
SAVE,"spirit airlines, inc.","Spirit Airlines, Inc.",Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/save
SPLK,splunk inc.,Splunk Inc.,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/splk
SPOK,"spok holdings, inc.","Spok Holdings, Inc.",Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/spok
SPWH,"sportsman&#39;s warehouse holdings, inc.","Sportsman&#39;s Warehouse Holdings, Inc.",Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/spwh
SBPH,"spring bank pharmaceuticals, inc.","Spring Bank Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sbph
FUND,"sprott focus trust, inc.","Sprott Focus Trust, Inc.",n/a,n/a,http://www.nasdaq.com/symbol/fund
SFM,"sprouts farmers market, inc.","Sprouts Farmers Market, Inc.",Consumer Services,Food Chains,http://www.nasdaq.com/symbol/sfm
SPSC,"sps commerce, inc.","SPS Commerce, Inc.",Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/spsc
SSNC,"ss&c technologies holdings, inc.","SS&C Technologies Holdings, Inc.",Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ssnc
STAA,staar surgical company,STAAR Surgical Company,Health Care,Ophthalmic Goods,http://www.nasdaq.com/symbol/staa
STAF,"staffing 360 solutions, inc.","Staffing 360 Solutions, Inc.",Technology,Professional Services,http://www.nasdaq.com/symbol/staf
STMP,stamps.com inc.,Stamps.com Inc.,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/stmp
STLY,"stanley furniture company, inc.","Stanley Furniture Company, Inc.",Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/stly
SPLS,"staples, inc.","Staples, Inc.",Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/spls
SBLK,star bulk carriers corp.,Star Bulk Carriers Corp.,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sblk
SBLKL,star bulk carriers corp.,Star Bulk Carriers Corp.,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sblkl
SBUX,starbucks corporation,Starbucks Corporation,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sbux
STFC,state auto financial corporation,State Auto Financial Corporation,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/stfc
STBZ,state bank financial corporation.,State Bank Financial Corporation.,Finance,Major Banks,http://www.nasdaq.com/symbol/stbz
SNC,"state national companies, inc.","State National Companies, Inc.",Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/snc
STDY,steadymed ltd.,SteadyMed Ltd.,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/stdy
GASS,"stealthgas, inc.","StealthGas, Inc.",Transportation,Marine Transportation,http://www.nasdaq.com/symbol/gass
STLD,"steel dynamics, inc.","Steel Dynamics, Inc.",Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/stld
SMRT,"stein mart, inc.","Stein Mart, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/smrt
STLR,stellar acquisition iii inc.,Stellar Acquisition III Inc.,Finance,Business Services,http://www.nasdaq.com/symbol/stlr
STLRU,stellar acquisition iii inc.,Stellar Acquisition III Inc.,Finance,Business Services,http://www.nasdaq.com/symbol/stlru
STLRW,stellar acquisition iii inc.,Stellar Acquisition III Inc.,Finance,Business Services,http://www.nasdaq.com/symbol/stlrw
SBOT,"stellar biotechnologies, inc.","Stellar Biotechnologies, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sbot
STML,"stemline therapeutics, inc.","Stemline Therapeutics, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/stml
SRCL,"stericycle, inc.","Stericycle, Inc.",Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/srcl
SRCLP,"stericycle, inc.","Stericycle, Inc.",Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/srclp
STRL,sterling construction company inc,Sterling Construction Company Inc,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/strl
SHOO,"steven madden, ltd.","Steven Madden, Ltd.",Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/shoo
SSFN,stewardship financial corp,Stewardship Financial Corp,Finance,Major Banks,http://www.nasdaq.com/symbol/ssfn
SYBT,"stock yards bancorp, inc.","Stock Yards Bancorp, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/sybt
BANX,stonecastle financial corp,StoneCastle Financial Corp,n/a,n/a,http://www.nasdaq.com/symbol/banx
SGBK,stonegate bank,Stonegate Bank,n/a,n/a,http://www.nasdaq.com/symbol/sgbk
SSKN,"strata skin sciences, inc.","Strata Skin Sciences, Inc.",Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/sskn
SSYS,"stratasys, ltd.","Stratasys, Ltd.",Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ssys
STRT,strattec security corporation,Strattec Security Corporation,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/strt
STRS,stratus properties inc.,Stratus Properties Inc.,Consumer Services,Homebuilding,http://www.nasdaq.com/symbol/strs
STRA,"strayer education, inc.","Strayer Education, Inc.",Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/stra
STRM,"streamline health solutions, inc.","Streamline Health Solutions, Inc.",Technology,EDP Services,http://www.nasdaq.com/symbol/strm
